vendor,title,subsub,extraction,drying,price,size,thc_min,thc_max,cbd_max,plant_type,terpenes,lp,province,availability,assortment,available,handle,url
Debunk,Uncut Gems Liquid Diamond 510 Thread Cartridge,Resin Cartridges,,Rack and Tray,37.95,1g,93.000000,99.000000,1.000000,Blend,,ORGANIGRAM INC.,Ontario,in-store,Wholesale Only,False,uncut-gems-liquid-diamond-510-thread-cartridge-debunk,https://ocs.ca/products/uncut-gems-liquid-diamond-510-thread-cartridge-debunk
DEBUNK,White Grape Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Butane,Rack and Tray,37.95,1g,92.000000,98.000000,1.000000,Indica Dominant,Beta-Caryophyllene,ORGANIGRAM INC.,New Brunswick,in-store,Wholesale Only,False,white-grape-liquid-diamond-510-thread-cartridge-debunk,https://ocs.ca/products/white-grape-liquid-diamond-510-thread-cartridge-debunk
Discreet,Indica CBD/CBN Blend - Chill Cherry 510 Thread Cartridge,Resin Cartridges,Butane,Hang Dry,37.20,1g,78.000000,84.000000,9.000000,Indica Dominant,,AJA LABS INC.,British Columbia,in-store,Wholesale Only,False,indica-cbd-cbn-blend-hint-of-mint-510-thread-cartridge-discreet,https://ocs.ca/products/indica-cbd-cbn-blend-hint-of-mint-510-thread-cartridge-discreet
Discreet,Indica CBD/CBN Blend Vape 510 Thread Cartridge,Resin Cartridges,Butane,,37.20,1g,78.500000,84.500000,10.000000,Indica Dominant,Terpenes May Vary,Aja Labs Inc.,British Columbia,in-store,Wholesale Only,False,indica-cbd-cbn-blend-vape-510-thread-cartridge-discreet,https://ocs.ca/products/indica-cbd-cbn-blend-vape-510-thread-cartridge-discreet
Discreet,Sativa CBG Blend Vape 510 Thread Cartridge,Resin Cartridges,Butane,,37.20,1g,78.000000,84.000000,6.000000,Sativa Dominant,Terpenes May Vary,Aja Labs Inc.,British Columbia,in-store,Wholesale Only,False,sativa-cbg-blend-vape-510-thread-cartridge-discreet,https://ocs.ca/products/sativa-cbg-blend-vape-510-thread-cartridge-discreet
Discreet Mild,Hybrid CBD Blend Vape 510 Thread Cartridge - Mild Mango,Resin Cartridges,Butane,,37.20,1g,79.000000,85.000000,12.000000,Hybrid,Terpenes May Vary,Aja Labs Inc.,British Columbia,in-store,Wholesale Only,False,hybrid-cbd-blend-vape-510-thread-cartridge-mild-mango-discreet-mild,https://ocs.ca/products/hybrid-cbd-blend-vape-510-thread-cartridge-mild-mango-discreet-mild
Discreet Mild,SATIVA CBG BLEND- HINT OF MINT 510 THREAD CARTRIDGE,Resin Cartridges,Butane,,37.20,1g,77.000000,83.000000,5.000000,Sativa Dominant,Terpenes May Vary,Aja Labs Inc.,British Columbia,in-store,Wholesale Only,False,sativa-cbg-blend-hint-of-mint-510-thread-cartridge-discreet-mild,https://ocs.ca/products/sativa-cbg-blend-hint-of-mint-510-thread-cartridge-discreet-mild
Divvy,Black Widow CBD 510 Thread Cartridge,CO2 Cartridges,CO2,Hang Dry,29.95,1g,23.000000,29.000000,60.000000,Blend,Bisabolol,EMBLEM CANNABIS CORP.,Ontario,online,Shared,True,black-widow-cbd-510-thread-cartridge-divvy,https://ocs.ca/products/black-widow-cbd-510-thread-cartridge-divvy
Divvy,Nebula II CBD 510 Thread Cartridge,Distillate Cartridges,CO2,Rack and Tray,29.95,1g,0.000000,3.000000,69.500000,Hybrid,Caryophyllene,EMBLEM CANNABIS CORP.,Ontario,in-store,Wholesale Only,False,nebula-ii-cbd-510-thread-cartridge-divvy,https://ocs.ca/products/nebula-ii-cbd-510-thread-cartridge-divvy
EastCann,Frozen Lemons Pure Live Resin 510 Thread Cartridge,Live Cartridges,Butane,Fresh Frozen,44.95,1g,71.000000,77.000000,1.000000,Sativa Dominant,Caryophyllene,Prime Pot Inc.,Nova Scotia,online,Shared,True,frozen-lemons-pure-live-resin-510-thread-cartridge-eastcann-frozen-lemons,https://ocs.ca/products/frozen-lemons-pure-live-resin-510-thread-cartridge-eastcann-frozen-lemons
EastCann,Gastro Pop Pure Live Resin 510 Thread Cartridge,Live Cartridges,Butane,Fresh Frozen,44.95,1g,81.000000,87.000000,1.000000,Indica Dominant,Caryophyllene,Prime Pot Inc.,Nova Scotia,online,Shared,True,gastro-pop-live-resin-510-thread-cartridge-eastcann-apples-bananas-x-grape-gasoline,https://ocs.ca/products/gastro-pop-live-resin-510-thread-cartridge-eastcann-apples-bananas-x-grape-gasoline
EastCann,Mango Sour Pure Live Resin 510 Thread Cartridge,Resin Cartridges,Hydrocarbon,Hang Dry,39.95,1g,74.000000,80.000000,2.000000,Sativa Dominant,Beta-Pinene,Prime Pot Inc.,Nova Scotia,online,Shared,True,mango-sour-pure-live-resin-510-thread-cartridge-eastcann-sour-mango-cross,https://ocs.ca/products/mango-sour-pure-live-resin-510-thread-cartridge-eastcann-sour-mango-cross
EastCann,Purple Kush Pure Live Resin 510 Thread Cartridge,Live Cartridges,CO2,,39.95,1g,77.000000,82.000000,0.897000,Indica Dominant,,Prime Pot Inc.,British Columbia,online,Shared,True,purple-kush-live-resin-510-thread-cartridge-eastcann-purple-kush,https://ocs.ca/products/purple-kush-live-resin-510-thread-cartridge-eastcann-purple-kush
Encore,Cherry Limelight Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,38.30,1g,90.000000,96.000000,2.000000,Indica Dominant,Beta-Caryophyllene,WestLeaf Labs LP,British Columbia,in-store,Wholesale Only,False,cherry-limelight-liquid-diamond-510-thread-cartridge-encore-cherry-limelight,https://ocs.ca/products/cherry-limelight-liquid-diamond-510-thread-cartridge-encore-cherry-limelight
Encore,Pure Pear Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,38.30,1g,90.000000,96.000000,2.000000,Hybrid,Alpha-Pinene,WestLeaf Labs LP,British Columbia,in-store,Wholesale Only,False,pure-pear-liquid-diamond-510-thread-cartridge-encore-pure-pear,https://ocs.ca/products/pure-pear-liquid-diamond-510-thread-cartridge-encore-pure-pear
Encore,Razzle Dazzle Raspberry Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,38.30,1g,90.000000,96.000000,2.000000,Sativa Dominant,Beta-Caryophyllene,WestLeaf Labs LP,British Columbia,in-store,Wholesale Only,False,razzle-dazzle-raspberry-liquid-diamond-510-thread-cartridge-encore-razzle-dazzle-raspberry,https://ocs.ca/products/razzle-dazzle-raspberry-liquid-diamond-510-thread-cartridge-encore-razzle-dazzle-raspberry
Endgame,Acai Blxst Live 510 Thread Cartridge,Live Cartridges,Hydrocarbon,Fresh Frozen,41.90,1g,74.000000,80.000000,5.000000,Indica Dominant,Beta-Caryophyllene,APOTHECARY BOTANICALS,British Columbia,in-store,Wholesale Only,False,acai-blxst-live-510-thread-cartridge-endgame,https://ocs.ca/products/acai-blxst-live-510-thread-cartridge-endgame
Endgame,Hard Hitters - MosaZ Liquid Diamond 510 Thread Cartridge,Resin Cartridges,Butane,Hang Dry,33.00,1g,93.000000,99.000000,5.000000,Indica Dominant,Alpha-Pinene,APOTHECARY BOTANICALS,Ontario,in-store,Wholesale Only,False,hard-hitters-mosaz-liquid-diamond-510-thread-cartridge-endgame,https://ocs.ca/products/hard-hitters-mosaz-liquid-diamond-510-thread-cartridge-endgame
Endgame,Hard Hitters - Psycho Citrus Liquid Diamond 510 Thread Cart,Distillate Cartridges,Butane,Hang Dry,33.00,1g,93.000000,99.000000,5.000000,Sativa Dominant,Alpha-Humulene,APOTHECARY BOTANICALS,Ontario,online,Shared,True,hard-hitters-psycho-citrus-liquid-diamond-510-thread-cart-endgame-psycho-citrus,https://ocs.ca/products/hard-hitters-psycho-citrus-liquid-diamond-510-thread-cart-endgame-psycho-citrus
Endgame,Hard Hitters Blue Zello Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,33.00,1g,92.000000,98.000000,5.000000,Indica Dominant,Beta-Caryophyllene,APOTHECARY BOTANICALS,Ontario,online,Shared,True,hard-hitters-blue-zello-liquid-diamond-510-thread-cartridge-endgame-blue-zello,https://ocs.ca/products/hard-hitters-blue-zello-liquid-diamond-510-thread-cartridge-endgame-blue-zello
Endgame,Hard Hitters Blueberry Octane Liquid Diamond 510 Thread,Resin Cartridges,Butane,Hang Dry,33.00,1g,92.000000,98.000000,5.000000,Hybrid,Alpha-Pinene,APOTHECARY BOTANICALS,Ontario,online,Shared,True,hard-hitters-blueberry-octane-liquid-diamond-510-thread-endgame,https://ocs.ca/products/hard-hitters-blueberry-octane-liquid-diamond-510-thread-endgame
Endgame,Hard Hitters Cloudberry Liquid Diamond 510 Thread Cartridge,Resin Cartridges,Hydrocarbon,Hang Dry,33.00,1g,93.000000,99.000000,5.000000,Sativa Dominant,Beta-Caryophyllene,APOTHECARY BOTANICALS,Ontario,online,Shared,True,hard-hitters-cloudberry-liquid-diamond-510-thread-cartridge-endgame,https://ocs.ca/products/hard-hitters-cloudberry-liquid-diamond-510-thread-cartridge-endgame
Endgame,Hard Hitters Crystal Drip Liquid Diamond 510 Thread Cart,Distillate Cartridges,,Hang Dry,33.00,0.95g,93.000000,99.000000,5.000000,Indica Dominant,Alpha-Bisabolol,APOTHECARY BOTANICALS,Ontario,in-store,Wholesale Only,False,hard-hitters-crystal-drip-liquid-diamond-510-thread-cart-endgame,https://ocs.ca/products/hard-hitters-crystal-drip-liquid-diamond-510-thread-cart-endgame
Endgame,Hard Hitters Forbidden RNTZ Liquid Diamond 510 Thread Cart,Resin Cartridges,Hydrocarbon,Hang Dry,33.00,1g,92.000000,98.000000,5.000000,Indica Dominant,Alpha-Pinene,APOTHECARY BOTANICALS,Ontario,online,Shared,True,hard-hitters-forbidden-rntz-liquid-diamond-510-thread-cart-endgame-forbidden-rntz,https://ocs.ca/products/hard-hitters-forbidden-rntz-liquid-diamond-510-thread-cart-endgame-forbidden-rntz
Endgame,Hard Hitters Platinum Punch Liquid Diamond 510 Thread,Resin Cartridges,Butane,Hang Dry,33.00,1g,92.000000,98.000000,5.000000,Hybrid,Alpha-Pinene,APOTHECARY BOTANICALS,Ontario,online,Shared,True,hard-hitters-platinum-punch-liquid-diamond-510-thread-endgame,https://ocs.ca/products/hard-hitters-platinum-punch-liquid-diamond-510-thread-endgame
Endgame,Hard Hitters Terptonik Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,33.00,1g,93.000000,99.000000,5.000000,Indica Dominant,Limonene,APOTHECARY BOTANICALS,Ontario,in-store,Wholesale Only,False,hard-hitters-terptonik-liquid-diamond-510-thread-cartridge-endgame,https://ocs.ca/products/hard-hitters-terptonik-liquid-diamond-510-thread-cartridge-endgame
Endgame,Hard Hitters Tropic Punch Liquid Diamond 510 Thread Cart,Distillate Cartridges,,Hang Dry,33.00,1g,93.000000,99.000000,5.000000,Indica Dominant,Beta-Caryophyllene,APOTHECARY BOTANICALS,Ontario,in-store,Wholesale Only,False,hard-hitters-tropic-punch-liquid-diamond-510-thread-cart-endgame-tropic-punch,https://ocs.ca/products/hard-hitters-tropic-punch-liquid-diamond-510-thread-cart-endgame-tropic-punch
FIGR,Jungle Fumes Cold Cured Resin - 510 Thread Cartridge,Resin Cartridges,Butane,Rack and Tray,43.90,1g,80.000000,86.000000,6.000000,Sativa Dominant,Beta-Pinene,CANADAS ISLAND GARDEN INC,Prince Edward Island,in-store,Wholesale Only,False,jungle-fumes-cold-cured-resin-510-thread-cartridge-figr-jungle-fumes,https://ocs.ca/products/jungle-fumes-cold-cured-resin-510-thread-cartridge-figr-jungle-fumes
Flyte Liquid Diamonds,Bubble Mania Ice,CO2 Cartridges,CO2,Rack and Tray,37.95,1g,92.000000,97.000000,8.000000,Indica Dominant,Humulene,Village Brands Inc.,British Columbia,in-store,Wholesale Only,False,bubble-mania-ice-flyte-liquid-diamonds,https://ocs.ca/products/bubble-mania-ice-flyte-liquid-diamonds
FOUR54,Emerald Triangle Live Resin 510 Thread Cartridge,Resin Cartridges,Hydrocarbon,Hang Dry,39.95,1g,74.000000,84.000000,1.000000,Blend,Terpenes May Vary,Atlanticann Medical Inc,Nova Scotia,online,Shared,True,emerald-triangle-cured-resin-510-thread-cartridge-four54,https://ocs.ca/products/emerald-triangle-cured-resin-510-thread-cartridge-four54
FOUR54,Route 66 Live Resin 510 Thread Cartridge,Live Cartridges,,,44.95,1g,78.000000,84.000000,1.000000,Sativa Dominant,Caryophyllene,,,in-store,Wholesale Only,False,route-66-live-resin-510-thread-cartridge-four54,https://ocs.ca/products/route-66-live-resin-510-thread-cartridge-four54
Frootyhooty,Bad Azz Apple Live Rosin Amp’d with Liquid Diamonds 510 Cart,Rosin Cartridges,Water,Fresh Frozen,37.95,1g,81.000000,87.000000,6.000000,Hybrid,Beta-Caryophyllene,ANC INC,Manitoba,in-store,Wholesale Only,False,bad-azz-apple-live-rosin-amplified-510-thread-cartridge-frootyhooty-bad-azz,https://ocs.ca/products/bad-azz-apple-live-rosin-amplified-510-thread-cartridge-frootyhooty-bad-azz
Frootyhooty,Cherry Lipgloss Live Rosin + Liquid Dia 510 Thread Cartridge,CO2 Cartridges,Butane,Hang Dry,37.95,1g,81.000000,87.000000,5.000000,Sativa Dominant,Caryophyllene,ANC INC,Alberta,in-store,Wholesale Only,False,cherry-lipgloss-live-rosin-liquid-dia-510-thread-cartridge-frootyhooty,https://ocs.ca/products/cherry-lipgloss-live-rosin-liquid-dia-510-thread-cartridge-frootyhooty
frootyhooty,Poppin Peach LIVE ROSIN AMPLIFIED Distillate 510 Thread,Live Cartridges,Isopropanol,Fresh Frozen,34.95,1g,82.000000,88.000000,1.000000,Hybrid,Caryophyllene,Simply Solventless Concentrates Ltd.,British Columbia,in-store,Wholesale Only,False,poppin-peach-live-rosin-amplified-distillate-510-thread-frootyhooty-okanagan-sugar,https://ocs.ca/products/poppin-peach-live-rosin-amplified-distillate-510-thread-frootyhooty-okanagan-sugar
Fuego Red,Animal Sherbs Liquid Diamond Vape 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,34.95,1g,94.000000,97.000000,5.000000,Indica Dominant,Limonene,Ayurcann Inc.,Ontario,in-store,Wholesale Only,False,animal-sherbs-liquid-diamond-vape-510-thread-cartridge-fuego-red-animal-sherbs,https://ocs.ca/products/animal-sherbs-liquid-diamond-vape-510-thread-cartridge-fuego-red-animal-sherbs
Fuego Red,Forbidden Fruit Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,34.95,1g,94.000000,97.000000,5.000000,Indica Dominant,Humulene,Ayurcann Inc.,Ontario,in-store,Wholesale Only,False,forbidden-fruit-liquid-diamond-510-thread-cartridge-fuego-red-forbidden-fruit,https://ocs.ca/products/forbidden-fruit-liquid-diamond-510-thread-cartridge-fuego-red-forbidden-fruit
Fuego Red,Rainbow GLTO Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,34.95,1g,94.000000,97.000000,5.000000,Indica Dominant,Limonene,Ayurcann Inc.,Ontario,online,Shared,True,rainbow-glto-liquid-diamond-510-thread-cartridge-fuego-red-rainbow-glto,https://ocs.ca/products/rainbow-glto-liquid-diamond-510-thread-cartridge-fuego-red-rainbow-glto
Fuego Red,White RNTZ Liquid Diamond Vape,Distillate Cartridges,Ethanol,Hang Dry,34.95,1g,95.000000,99.000000,5.000000,Sativa Dominant,Limonene,Ayurcann Inc.,Ontario,online,Shared,True,white-rntz-liquid-diamond-vape-fuego-red-white-runtz-vape,https://ocs.ca/products/white-rntz-liquid-diamond-vape-fuego-red-white-runtz-vape
Fume By Dom Jackson,Green Light Go 100 Percent Live Resin Vape,Resin Cartridges,CO2,,41.75,1g,77.000000,83.000000,5.000000,Sativa Dominant,Terpenes May Vary,Galaxie Brands Corporation,Ontario,in-store,Wholesale Only,False,green-light-go-100-percent-live-resin-vape-fume-by-dom-jackson,https://ocs.ca/products/green-light-go-100-percent-live-resin-vape-fume-by-dom-jackson
General Admission,Berry Tundra Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,37.70,0.95g,94.000000,99.000000,2.000000,Sativa Dominant,Beta-Caryophyllene,WestLeaf Labs LP,British Columbia,in-store,Wholesale Only,False,berry-tundra-liquid-diamond-510-thread-cartridge-general-admission-berry-tundra,https://ocs.ca/products/berry-tundra-liquid-diamond-510-thread-cartridge-general-admission-berry-tundra
General Admission,Frosted Orchard Liquid Diamond 510 Thread Vape Cartridge,Live Cartridges,Ethanol,Hang Dry,37.70,0.95g,94.000000,99.000000,2.000000,Indica Dominant,Alpha-Caryophyllene,WestLeaf Labs LP,British Columbia,in-store,Wholesale Only,False,frosted-orchard-liquid-diamond-510-thread-vape-cartridge-general-admission,https://ocs.ca/products/frosted-orchard-liquid-diamond-510-thread-vape-cartridge-general-admission
General Admission,Pineapple Apple Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,37.70,0.95g,94.000000,99.000000,2.000000,Sativa Dominant,Alpha-Pinene,WestLeaf Labs LP,British Columbia,in-store,Wholesale Only,False,pineapple-apple-liquid-diamond-510-thread-cartridge-general-admission-pineapple-apple,https://ocs.ca/products/pineapple-apple-liquid-diamond-510-thread-cartridge-general-admission-pineapple-apple
General Admission,Pink Lemonade Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,37.70,0.95g,94.000000,99.000000,2.000000,Sativa Dominant,Beta-Caryophyllene,WestLeaf Labs LP,British Columbia,online,Shared,False,pink-lemonade-liquid-diamond-510-thread-cartridge-general-admission-pink-lemonade,https://ocs.ca/products/pink-lemonade-liquid-diamond-510-thread-cartridge-general-admission-pink-lemonade
General Admission,Strazzleberry Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,37.70,0.95g,94.000000,99.000000,2.000000,Indica Dominant,Beta-Caryophyllene,WestLeaf Labs LP,British Columbia,in-store,Wholesale Only,False,strazzleberry-liquid-diamond-510-thread-cartridge-general-admission-strazzleberry,https://ocs.ca/products/strazzleberry-liquid-diamond-510-thread-cartridge-general-admission-strazzleberry
General Admission,Tiger Blood Liquid Diamond 510 Thread Vape Cartridge,Distillate Cartridges,Ethanol,Hang Dry,37.70,0.95g,94.000000,99.000000,2.000000,Indica Dominant,Caryophyllene,WestLeaf Labs LP,British Columbia,online,Shared,True,tiger-blood-liquid-diamond-510-thread-vape-cartridge-general-admission-tiger-blood,https://ocs.ca/products/tiger-blood-liquid-diamond-510-thread-vape-cartridge-general-admission-tiger-blood
General Admission,Very Berry (indica) Liquid Diamonds 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,37.70,0.95g,94.000000,99.000000,2.000000,Indica Dominant,Beta-Caryophyllene,WestLeaf Labs LP,British Columbia,online,Shared,True,very-berry-indica-liquid-diamonds-510-thread-cartridge-general-admission,https://ocs.ca/products/very-berry-indica-liquid-diamonds-510-thread-cartridge-general-admission
General Admission,Watermelon Splash Liquid Diamond 510 Thread Cartridge,Resin Cartridges,Ethanol,Hang Dry,37.70,0.95g,94.000000,99.000000,2.000000,Indica Dominant,Beta-Caryophyllene,WestLeaf Labs LP,British Columbia,online,Shared,True,watermelon-splash-liquid-diamond-510-thread-cartridge-general-admission-watermelon-splash,https://ocs.ca/products/watermelon-splash-liquid-diamond-510-thread-cartridge-general-admission-watermelon-splash
GREAZY,Super Lemon Haze Live Resin 510 Thread Cartridge,Resin Cartridges,Butane,Fresh Frozen,45.60,1g,76.000000,82.000000,6.000000,Sativa Dominant,Beta-Caryophyllene,MERA CANNABIS CORP.,Ontario,in-store,Wholesale Only,False,super-lemon-haze-live-resin-510-thread-cartridge-greazy-super-lemon-haze,https://ocs.ca/products/super-lemon-haze-live-resin-510-thread-cartridge-greazy-super-lemon-haze
Happy & Stoned,Aloha White Widow Liquid Diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,34.95,1g,95.000000,99.000000,5.000000,Sativa Dominant,Beta-Caryophyllene,Ayurcann Inc.,Ontario,in-store,Wholesale Only,False,aloha-white-widow-liquid-diamond-510-thread-cartridge-happy-stoned,https://ocs.ca/products/aloha-white-widow-liquid-diamond-510-thread-cartridge-happy-stoned
Happy & Stoned,Big Blue Razz Disty+diamond 510 Thread Cartridge,Distillate Cartridges,Ethanol,Hang Dry,34.95,1g,90.000000,96.000000,5.000000,Indica Dominant,Alpha-Pinene,Ayurcann Inc.,Ontario,in-store,Wholesale Only,False,big-blue-razz-disty-diamond-510-thread-cartridge-happy-stoned,https://ocs.ca/products/big-blue-razz-disty-diamond-510-thread-cartridge-happy-stoned
Happy & Stoned,Super Strawberry Watermelon Disty+diamond 510 Thread Cart,Distillate Cartridges,Ethanol,Hang Dry,34.95,1g,90.000000,96.000000,5.000000,Indica Dominant,Beta-Caryophyllene,Ayurcann Inc.,Ontario,in-store,Wholesale Only,False,super-strawberry-watermelon-disty-diamond-510-thread-cart-happy-stoned,https://ocs.ca/products/super-strawberry-watermelon-disty-diamond-510-thread-cart-happy-stoned
Hazo,Full Spectrum CBD Blueberry Muffins 510 Thread Cartridge,Distillate Cartridges,Butane,,43.40,1g,3.500000,9.500000,57.600000,Hybrid,Terpenes May Vary,Oaziz Extracts Inc.,British Columbia,in-store,Wholesale Only,False,full-spectrum-cbd-blueberry-muffins-510-thread-cartridge-hazo,https://ocs.ca/products/full-spectrum-cbd-blueberry-muffins-510-thread-cartridge-hazo
Headspace,Fruitquake Liquid Diamond Vape,Resin Cartridges,Butane,Hang Dry,44.10,0.95g,93.000000,99.000000,1.000000,Sativa Dominant,Alpha-Bisabolol,Atlantic Cultivation Limited,Newfoundland and Labrador,in-store,Wholesale Only,False,fruitquake-liquid-diamond-vape-headspace-fruitquake,https://ocs.ca/products/fruitquake-liquid-diamond-vape-headspace-fruitquake
Headspace,Troparazzi Liquid Diamond Vape,Resin Cartridges,Butane,Hang Dry,44.10,0.95g,93.000000,99.000000,8.000000,Indica Dominant,Alpha-Humulene,Atlantic Cultivation Limited,Newfoundland and Labrador,in-store,Wholesale Only,False,troparazzi-liquid-diamond-vape-headspace-troparazzi,https://ocs.ca/products/troparazzi-liquid-diamond-vape-headspace-troparazzi
IRIS Labs,Blackwater Live Resin 510 Thread Cartridge,Live Cartridges,Hydrocarbon,Fresh Frozen,44.95,1g,76.700000,82.700000,1.000000,Indica Dominant,Caryophyllene,Atlanticann Medical Inc,Nova Scotia,online,Shared,True,blackwater-live-resin-510-thread-cartridge-iris-labs,https://ocs.ca/products/blackwater-live-resin-510-thread-cartridge-iris-labs
IRIS Labs,Cherry Bang Bang Live Resin 510 Thread Cartridge Vape,Live Cartridges,Butane,Fresh Frozen,44.95,1g,78.300000,84.300000,1.000000,Sativa Dominant,Limonene,Atlanticann Medical Inc,Nova Scotia,online,Shared,True,cherry-bang-bang-live-resin-510-thread-cartridge-vape-iris-labs-pineapple-fruz-x-wild-cherry-cherry-phenotype,https://ocs.ca/products/cherry-bang-bang-live-resin-510-thread-cartridge-vape-iris-labs-pineapple-fruz-x-wild-cherry-cherry-phenotype
IRIS Labs,Fantasm Live Resin 510 Thread Cartridge,Live Cartridges,Hydrocarbon,Fresh Frozen,44.95,1g,78.500000,84.500000,2.000000,Indica Dominant,Caryophyllene,Atlanticann Medical Inc,Nova Scotia,online,Shared,True,fantasm-live-resin-510-thread-cartridge-iris-labs-icc-x-kushmints-11,https://ocs.ca/products/fantasm-live-resin-510-thread-cartridge-iris-labs-icc-x-kushmints-11
IRIS Labs,Purple Sundaze Live Resin 510 Thread Cartridge,Live Cartridges,,Fresh Frozen,44.95,1g,76.500000,82.500000,1.000000,Hybrid,Alpha-Pinene,Atlanticann Medical Inc,Nova Scotia,online,Shared,True,purple-sundaze-live-resin-510-thread-cartridge-iris-labs-purple-elephant-x-purple-punch,https://ocs.ca/products/purple-sundaze-live-resin-510-thread-cartridge-iris-labs-purple-elephant-x-purple-punch
IRIS Labs,ZODA 100% Live Resin 510 Thread Cartridge,Live Cartridges,,,44.95,1g,78.000000,84.000000,1.000000,Indica Dominant,Caryophyllene,,,in-store,Wholesale Only,False,zoda-100-live-resin-510-thread-cartridge-iris-labs,https://ocs.ca/products/zoda-100-live-resin-510-thread-cartridge-iris-labs
Jane & Juice,Gold Rush Shatter 510 Thread Cartridge,Live Cartridges,Butane,Hang Dry,43.00,1g,74.000000,80.000000,1.000000,Blend,Caryophyllene,J2 Science Inc.,Quebec,in-store,Wholesale Only,False,gold-rush-shatter-510-thread-cartridge-jane-juice-mango-kush,https://ocs.ca/products/gold-rush-shatter-510-thread-cartridge-jane-juice-mango-kush
JAYS,Pink Cherry Live Resin 510 Thread Cartridge,Live Cartridges,Butane,,34.95,1g,75.000000,81.000000,2.000000,Indica Dominant,Caryophyllene,CannaPiece Corp.,Ontario,in-store,Wholesale Only,False,pink-cherry-live-resin-510-thread-cartridge-jays,https://ocs.ca/products/pink-cherry-live-resin-510-thread-cartridge-jays
Jonny Chronic,Acapulco Gold Live Resin 510 Thread Cartridge,Live Cartridges,,Fresh Frozen,37.65,1g,80.000000,86.000000,2.000000,Sativa Dominant,Alpha-Bisabolol,JC Green Cannabis Inc,Ontario,online,Shared,True,acapulco-gold-live-resin-510-thread-cartridge-jonny-chronic-central-american-landrace,https://ocs.ca/products/acapulco-gold-live-resin-510-thread-cartridge-jonny-chronic-central-american-landrace
Jonny Chronic,Blue Dream Liquid Diamonds 510 Thread Cartridge,Resin Cartridges,Butane,Hang Dry,34.95,1g,95.000000,95.000000,6.000000,Sativa Dominant,Caryophyllene,JC Green Cannabis Inc,Ontario,online,Shared,True,blue-dream-liquid-diamonds-510-thread-cartridge-jonny-chronic-skunk-x-afghan,https://ocs.ca/products/blue-dream-liquid-diamonds-510-thread-cartridge-jonny-chronic-skunk-x-afghan
Jonny Chronic,Cherry Bomb Live Resin 510 Thread Cartridge,Live Cartridges,Butane,Hang Dry,37.65,1g,80.000000,86.000000,3.000000,Sativa Dominant,Alpha-Myrcene,JC Green Cannabis Inc,Ontario,in-store,Wholesale Only,False,cherry-bomb-live-resin-510-thread-cartridge-jonny-chronic-cherry-bomb,https://ocs.ca/products/cherry-bomb-live-resin-510-thread-cartridge-jonny-chronic-cherry-bomb
Jonny Chronic,Super Lemon Haze Liquid Diamonds 510 Thread Cartridge,Distillate Cartridges,Butane,Hang Dry,34.95,1g,95.000000,95.000000,6.000000,Sativa Dominant,Beta-Caryophyllene,JC Green Cannabis Inc,Ontario,in-store,Wholesale Only,False,super-lemon-haze-liquid-diamonds-510-thread-cartridge-jonny-chronic,https://ocs.ca/products/super-lemon-haze-liquid-diamonds-510-thread-cartridge-jonny-chronic
Juicy Hoots,95+ Peach Squeeze Diamond Drizzle Cartridge,Resin Cartridges,Butane,Fresh Frozen,37.95,1g,95.000000,99.000000,1.000000,Sativa Dominant,Caryophyllene,Heritage Cannabis West Corporation,Ontario,in-store,Wholesale Only,False,95-peach-squeeze-diamond-drizzle-cartridge-juicy-hoots,https://ocs.ca/products/95-peach-squeeze-diamond-drizzle-cartridge-juicy-hoots
Juicy Hoots,Berry Punch Diamond Drizzle Cartridge,Distillate Cartridges,CO2,Hang Dry,36.95,1g,94.000000,99.000000,1.000000,Sativa Dominant,Terpenes May Vary,Heritage Cannabis West Corporation,British Columbia,in-store,Wholesale Only,False,double-berry-punch-510-thread-cartridge-juicy-hoots-double-berry-punch,https://ocs.ca/products/double-berry-punch-510-thread-cartridge-juicy-hoots-double-berry-punch
Juicy Hoots,Blue Cherry Diamond Drizzle Cartridge,CO2 Cartridges,CO2,Hang Dry,36.95,1g,94.000000,99.000000,1.000000,Hybrid,,Heritage Cannabis West Corporation,British Columbia,online,Shared,True,double-blue-cherry-juicy-hoots,https://ocs.ca/products/double-blue-cherry-juicy-hoots
